step	robot0_action	robot1_action	robot0_eef_pos	robot1_eef_pos
388	[0.13, 1.0, 0.58, -0.01, 0.03, 0.02, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.2, -0.39, 1.06]	[0.1, 0.4, 1.01]
389	[0.15, 1.0, 0.52, -0.0, 0.05, 0.02, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.19, -0.38, 1.07]	[0.1, 0.4, 1.01]
390	[0.06, 1.0, 0.53, 0.01, 0.04, 0.02, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.19, -0.36, 1.08]	[0.1, 0.4, 1.01]
391	[-0.17, 1.0, 0.36, 0.01, 0.04, 0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.19, -0.35, 1.08]	[0.1, 0.4, 1.01]
392	[-0.21, 1.0, 0.29, 0.01, 0.02, 0.04, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.19, -0.34, 1.09]	[0.1, 0.4, 1.01]
393	[-0.22, 1.0, 0.22, 0.0, 0.01, 0.04, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.19, -0.32, 1.09]	[0.1, 0.4, 1.01]
394	[-0.23, 1.0, 0.08, -0.0, -0.02, 0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.18, -0.31, 1.1]	[0.1, 0.4, 1.01]
395	[-0.3, 1.0, 0.1, 0.0, -0.02, 0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.18, -0.3, 1.1]	[0.1, 0.4, 1.01]
396	[-0.27, 1.0, -0.24, -0.01, 0.0, 0.04, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.18, -0.28, 1.1]	[0.1, 0.4, 1.01]
397	[-0.2, 1.0, -0.15, -0.03, -0.0, 0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.17, -0.27, 1.1]	[0.1, 0.4, 1.01]
398	[-0.27, 1.0, -0.05, -0.02, -0.01, 0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.17, -0.26, 1.1]	[0.1, 0.4, 1.01]
399	[-0.19, 1.0, 0.01, -0.02, -0.01, 0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.17, -0.24, 1.1]	[0.1, 0.4, 1.01]
400	[-0.15, 1.0, -0.03, -0.01, -0.0, 0.02, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.23, 1.1]	[0.1, 0.4, 1.01]
401	[-0.03, 1.0, -0.07, -0.02, 0.01, 0.01, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.16, -0.22, 1.09]	[0.1, 0.4, 1.01]
402	[-0.13, 1.0, -0.17, -0.02, 0.01, 0.0, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.16, -0.21, 1.09]	[0.1, 0.4, 1.01]
403	[-0.08, 1.0, -0.15, -0.02, 0.0, -0.01, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.16, -0.19, 1.09]	[0.1, 0.4, 1.01]
404	[-0.11, 1.0, -0.22, -0.02, 0.0, -0.01, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.15, -0.18, 1.09]	[0.1, 0.4, 1.01]
405	[-0.05, 1.0, -0.32, -0.03, -0.0, -0.02, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.15, -0.17, 1.08]	[0.1, 0.4, 1.01]
406	[-0.03, 1.0, -0.29, -0.03, -0.0, -0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.15, -0.16, 1.08]	[0.1, 0.4, 1.01]
407	[0.01, 1.0, -0.13, -0.02, -0.0, -0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.15, -0.15, 1.07]	[0.1, 0.4, 1.01]
408	[-0.0, 0.89, -0.12, -0.02, -0.0, -0.03, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.13, 1.07]	[0.1, 0.4, 1.01]
409	[0.12, 0.87, -0.25, -0.02, 0.01, -0.04, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.12, 1.07]	[0.1, 0.4, 1.01]
410	[0.08, 0.74, -0.28, -0.04, 0.01, -0.05, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.15, -0.11, 1.06]	[0.1, 0.4, 1.01]
411	[0.08, 0.64, -0.17, -0.04, 0.0, -0.05, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.1, 1.06]	[0.1, 0.4, 1.01]
412	[0.08, 0.6, -0.08, -0.03, -0.0, -0.05, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.09, 1.06]	[0.1, 0.4, 1.01]
413	[0.09, 0.49, 0.01, -0.02, -0.01, -0.05, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.08, 1.06]	[0.1, 0.4, 1.01]
414	[-0.0, 0.55, 0.0, -0.01, -0.02, -0.04, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.15, -0.08, 1.05]	[0.1, 0.4, 1.01]
415	[0.03, 0.52, 0.07, -0.0, -0.01, -0.03, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.07, 1.05]	[0.1, 0.4, 1.01]
416	[0.01, 0.42, 0.01, 0.0, -0.01, -0.03, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.16, -0.06, 1.06]	[0.1, 0.4, 1.01]
417	[0.04, 0.33, -0.03, 0.01, -0.01, -0.03, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.06, 1.06]	[0.1, 0.4, 1.01]
418	[0.14, 0.33, -0.12, 0.01, -0.0, -0.03, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.05, 1.06]	[0.1, 0.4, 1.01]
419	[0.21, 0.3, -0.14, 0.01, 0.01, -0.03, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.05, 1.06]	[0.1, 0.4, 1.01]
420	[0.19, 0.24, -0.22, 0.01, 0.01, -0.04, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.04, 1.05]	[0.1, 0.4, 1.01]
421	[0.24, 0.18, -0.16, 0.01, 0.02, -0.04, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.16, -0.04, 1.05]	[0.1, 0.4, 1.01]
422	[0.25, 0.17, -0.13, 0.01, 0.02, -0.04, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.03, 1.05]	[0.1, 0.4, 1.01]
423	[0.26, 0.14, -0.09, 0.01, 0.02, -0.04, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.17, -0.03, 1.05]	[0.1, 0.4, 1.01]
424	[0.18, 0.14, -0.04, 0.01, 0.01, -0.04, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.17, -0.03, 1.05]	[0.1, 0.4, 1.01]
425	[0.1, 0.07, 0.02, 0.02, 0.01, -0.03, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.17, -0.03, 1.05]	[0.1, 0.4, 1.01]
426	[0.03, 0.13, -0.0, 0.02, 0.01, -0.03, 1.0]	[0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -1.0]	[0.17, -0.02, 1.05]	[0.1, 0.4, 1.01]
427	[-0.02, 0.06, 0.05, 0.02, 0.01, -0.02, 1.0]	[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -1.0]	[0.18, -0.02, 1.05]	[0.1, 0.4, 1.01]
428	[-0.07, 0.11, -0.01, 0.02, 0.01, -0.02, 1.0]	[0.02, 0.06, 0.13, -0.04, -0.01, -0.11, -1.0]	[0.18, -0.02, 1.05]	[0.1, 0.4, 1.01]
429	[-0.15, 0.06, 0.01, 0.02, 0.01, -0.01, 1.0]	[-0.02, -0.01, -0.02, -0.03, -0.01, -0.11, -1.0]	[0.18, -0.02, 1.05]	[0.1, 0.4, 1.01]
430	[-0.18, 0.05, -0.01, 0.02, 0.01, -0.01, 1.0]	[0.01, -0.2, 0.24, -0.04, -0.01, -0.1, -1.0]	[0.18, -0.02, 1.05]	[0.09, 0.4, 1.01]
431	[-0.15, 0.07, -0.02, 0.03, 0.01, -0.0, 1.0]	[-0.01, -0.17, 0.17, -0.04, -0.01, -0.09, -1.0]	[0.17, -0.02, 1.05]	[0.09, 0.39, 1.01]
432	[-0.23, 0.02, -0.03, 0.03, 0.01, 0.0, 1.0]	[-0.05, -0.25, 0.24, -0.03, -0.01, -0.08, -1.0]	[0.17, -0.01, 1.05]	[0.09, 0.39, 1.01]
433	[-0.29, 0.0, -0.1, 0.03, 0.01, 0.01, 1.0]	[-0.04, -0.33, 0.38, -0.03, -0.01, -0.07, -1.0]	[0.17, -0.01, 1.05]	[0.09, 0.39, 1.01]
434	[-0.36, 0.0, -0.15, 0.02, 0.0, 0.01, 1.0]	[-0.0, -0.41, 0.19, -0.03, -0.01, -0.06, -1.0]	[0.17, -0.01, 1.05]	[0.09, 0.39, 1.02]
435	[-0.36, 0.02, -0.15, 0.02, -0.0, 0.01, 1.0]	[-0.02, -0.51, 0.39, -0.03, -0.01, -0.05, -1.0]	[0.16, -0.01, 1.05]	[0.09, 0.38, 1.02]
436	[-0.36, 0.02, -0.14, 0.02, -0.0, 0.02, 1.0]	[-0.08, -0.55, 0.35, -0.03, -0.01, -0.05, -1.0]	[0.16, -0.01, 1.05]	[0.09, 0.38, 1.02]
437	[-0.33, 0.05, -0.13, 0.02, -0.0, 0.02, 1.0]	[-0.04, -0.55, 0.46, -0.03, -0.01, -0.05, -1.0]	[0.16, -0.01, 1.05]	[0.09, 0.37, 1.03]
438	[-0.29, 0.03, -0.07, 0.02, -0.01, 0.02, 1.0]	[-0.01, -0.49, 0.59, -0.03, -0.01, -0.04, -1.0]	[0.15, -0.01, 1.05]	[0.09, 0.37, 1.03]
439	[-0.24, 0.06, -0.07, 0.02, -0.01, 0.02, 1.0]	[-0.02, -0.49, 0.51, -0.03, -0.01, -0.04, -1.0]	[0.15, -0.01, 1.05]	[0.09, 0.36, 1.04]
440	[-0.2, 0.04, -0.05, 0.02, -0.01, 0.02, 1.0]	[-0.0, -0.51, 0.44, -0.03, -0.01, -0.04, -1.0]	[0.14, -0.01, 1.05]	[0.09, 0.36, 1.05]
441	[-0.21, -0.0, -0.03, 0.01, -0.01, 0.02, 1.0]	[-0.01, -0.55, 0.43, -0.03, -0.01, -0.04, -1.0]	[0.14, -0.01, 1.05]	[0.09, 0.35, 1.05]
442	[-0.22, 0.0, -0.03, 0.01, -0.01, 0.02, 1.0]	[0.07, -0.54, 0.4, -0.03, -0.01, -0.04, -1.0]	[0.14, -0.0, 1.05]	[0.09, 0.34, 1.06]
443	[-0.18, -0.01, -0.06, 0.01, -0.01, 0.02, 1.0]	[0.08, -0.63, 0.55, -0.03, -0.02, -0.04, -1.0]	[0.14, -0.0, 1.05]	[0.09, 0.34, 1.06]
444	[-0.15, 0.03, -0.04, 0.01, -0.01, 0.02, 1.0]	[0.06, -0.74, 0.5, -0.02, -0.02, -0.04, -1.0]	[0.13, -0.0, 1.05]	[0.09, 0.33, 1.07]
445	[-0.16, 0.04, -0.05, 0.01, -0.01, 0.01, 1.0]	[0.01, -0.81, 0.69, -0.02, -0.02, -0.04, -1.0]	[0.13, -0.0, 1.05]	[0.09, 0.32, 1.07]
446	[-0.2, 0.05, 0.02, 0.01, -0.01, 0.01, 1.0]	[-0.03, -0.87, 0.54, -0.01, -0.02, -0.05, -1.0]	[0.13, -0.0, 1.04]	[0.09, 0.31, 1.08]
447	[-0.2, 0.04, 0.08, 0.01, -0.0, 0.02, 1.0]	[-0.02, -0.93, 0.6, -0.0, -0.02, -0.06, -1.0]	[0.13, -0.0, 1.04]	[0.09, 0.3, 1.09]
448	[-0.16, 0.04, 0.1, 0.01, -0.0, 0.02, 1.0]	[0.05, -0.9, 0.4, 0.01, -0.02, -0.07, -1.0]	[0.12, -0.0, 1.04]	[0.09, 0.29, 1.1]
449	[-0.08, 0.04, 0.07, 0.01, 0.0, 0.01, 1.0]	[0.04, -0.89, 0.43, 0.01, -0.01, -0.07, -1.0]	[0.12, -0.0, 1.05]	[0.09, 0.28, 1.1]
450	[-0.1, 0.02, 0.01, 0.0, 0.01, 0.01, 1.0]	[0.16, -0.77, 0.16, 0.02, -0.01, -0.08, -1.0]	[0.12, -0.0, 1.05]	[0.09, 0.27, 1.11]
451	[-0.13, -0.02, -0.0, 0.0, 0.01, 0.01, 1.0]	[0.24, -0.66, 0.26, 0.02, -0.0, -0.07, -1.0]	[0.12, -0.0, 1.05]	[0.09, 0.26, 1.11]
452	[-0.14, -0.06, -0.08, -0.0, 0.01, 0.01, 1.0]	[0.22, -0.63, 0.25, 0.02, -0.0, -0.06, -1.0]	[0.12, -0.0, 1.05]	[0.09, 0.25, 1.11]
453	[-0.18, -0.11, -0.09, -0.0, 0.01, 0.01, 1.0]	[0.13, -0.61, 0.25, 0.02, -0.0, -0.06, -1.0]	[0.12, -0.0, 1.05]	[0.1, 0.24, 1.12]
454	[-0.19, -0.12, -0.07, -0.0, 0.01, 0.02, 1.0]	[0.1, -0.65, 0.37, 0.02, -0.0, -0.06, -1.0]	[0.11, -0.0, 1.04]	[0.1, 0.23, 1.12]
455	[-0.14, -0.1, -0.07, -0.0, 0.0, 0.02, 1.0]	[0.09, -0.64, 0.25, 0.02, -0.01, -0.06, -1.0]	[0.11, -0.0, 1.04]	[0.1, 0.23, 1.12]
456	[-0.06, -0.06, -0.03, 0.0, 0.0, 0.02, 1.0]	[0.11, -0.76, 0.22, 0.03, -0.01, -0.06, -1.0]	[0.11, -0.01, 1.04]	[0.1, 0.22, 1.13]
457	[-0.0, -0.06, 0.02, 0.0, 0.0, 0.01, 1.0]	[0.03, -0.73, 0.15, 0.04, -0.01, -0.06, -1.0]	[0.11, -0.01, 1.04]	[0.1, 0.21, 1.13]
458	[0.0, -0.04, 0.04, 0.0, 0.0, 0.01, 1.0]	[0.09, -0.83, 0.09, 0.05, -0.01, -0.06, -1.0]	[0.11, -0.01, 1.04]	[0.1, 0.2, 1.13]
459	[-0.03, -0.05, 0.03, 0.0, 0.01, 0.01, 1.0]	[0.04, -0.74, 0.05, 0.06, -0.0, -0.06, -1.0]	[0.11, -0.01, 1.04]	[0.1, 0.19, 1.13]
460	[-0.05, -0.03, 0.05, 0.0, 0.0, 0.01, 1.0]	[0.06, -0.67, 0.03, 0.06, -0.0, -0.07, -1.0]	[0.11, -0.01, 1.04]	[0.1, 0.18, 1.13]
461	[-0.03, -0.01, 0.08, 0.0, 0.0, 0.01, 1.0]	[0.09, -0.56, 0.04, 0.06, -0.0, -0.07, -1.0]	[0.11, -0.01, 1.04]	[0.11, 0.17, 1.13]
462	[-0.07, -0.02, 0.08, -0.0, 0.0, 0.01, 1.0]	[0.12, -0.51, 0.11, 0.06, -0.0, -0.06, -1.0]	[0.11, -0.01, 1.04]	[0.11, 0.16, 1.13]
463	[-0.07, -0.02, 0.07, -0.0, 0.0, 0.01, 1.0]	[0.1, -0.44, 0.02, 0.06, -0.0, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.11, 0.16, 1.13]
464	[-0.08, 0.01, 0.03, -0.0, 0.0, 0.01, 1.0]	[0.11, -0.36, 0.02, 0.06, -0.01, -0.06, -1.0]	[0.1, -0.01, 1.05]	[0.11, 0.15, 1.13]
465	[-0.06, 0.01, -0.0, -0.0, -0.0, 0.01, 1.0]	[0.06, -0.33, 0.02, 0.05, -0.01, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.11, 0.14, 1.13]
466	[-0.06, 0.02, -0.03, -0.0, -0.0, 0.01, 1.0]	[0.07, -0.42, -0.01, 0.05, -0.01, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.11, 0.14, 1.14]
467	[-0.04, 0.02, -0.04, -0.0, -0.0, 0.0, 1.0]	[0.06, -0.35, -0.05, 0.05, -0.02, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.11, 0.13, 1.14]
468	[0.0, 0.02, -0.04, -0.0, -0.0, 0.0, 1.0]	[0.04, -0.38, -0.05, 0.05, -0.02, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.11, 0.13, 1.14]
469	[0.01, 0.01, -0.02, -0.0, -0.0, 0.0, 1.0]	[0.04, -0.43, -0.1, 0.06, -0.03, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.11, 0.12, 1.14]
470	[0.05, 0.02, -0.0, -0.0, -0.0, 0.0, 1.0]	[0.08, -0.45, 0.01, 0.06, -0.03, -0.07, -1.0]	[0.1, -0.01, 1.04]	[0.12, 0.12, 1.13]
471	[0.05, 0.02, -0.02, -0.0, -0.0, 0.0, 1.0]	[0.16, -0.43, -0.04, 0.06, -0.02, -0.07, -1.0]	[0.1, -0.01, 1.04]	[0.12, 0.11, 1.13]
472	[0.01, 0.02, -0.02, -0.01, -0.0, 0.0, 1.0]	[0.2, -0.4, 0.01, 0.07, -0.02, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.12, 0.11, 1.13]
473	[0.02, 0.03, -0.02, -0.01, -0.0, 0.0, 1.0]	[0.21, -0.38, 0.05, 0.06, -0.02, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.12, 0.1, 1.13]
474	[-0.01, 0.02, -0.04, -0.01, -0.0, 0.0, 1.0]	[0.22, -0.34, -0.07, 0.06, -0.01, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.12, 0.1, 1.13]
475	[-0.0, 0.03, -0.06, -0.01, -0.0, 0.0, 1.0]	[0.23, -0.26, -0.09, 0.06, -0.01, -0.06, -1.0]	[0.1, -0.01, 1.04]	[0.12, 0.09, 1.13]
476	[-0.01, 0.02, -0.04, -0.01, -0.0, 0.0, 1.0]	[0.21, -0.26, -0.16, 0.06, -0.0, -0.05, -1.0]	[0.1, -0.01, 1.04]	[0.13, 0.09, 1.13]
477	[-0.02, 0.03, -0.03, -0.01, -0.0, 0.0, 1.0]	[0.19, -0.25, -0.18, 0.05, 0.0, -0.05, -1.0]	[0.1, -0.01, 1.04]	[0.13, 0.09, 1.13]
478	[-0.02, 0.01, -0.02, -0.01, -0.0, 0.0, 1.0]	[0.18, -0.22, -0.29, 0.05, 0.01, -0.05, -1.0]	[0.1, -0.01, 1.04]	[0.13, 0.08, 1.13]
479	[-0.0, 0.02, -0.02, -0.01, -0.0, 0.0, 1.0]	[0.2, -0.23, -0.31, 0.06, 0.01, -0.05, -1.0]	[0.1, -0.01, 1.04]	[0.13, 0.08, 1.12]
480	[0.0, 0.0, 0.0, -0.01, -0.0, 0.0, 1.0]	[0.22, -0.15, -0.26, 0.06, 0.01, -0.04, -1.0]	[0.1, -0.01, 1.04]	[0.14, 0.08, 1.12]
481	[0.02, 0.01, 0.02, -0.01, -0.0, 0.0, 1.0]	[0.22, -0.16, -0.29, 0.06, 0.02, -0.04, -1.0]	[0.1, -0.01, 1.03]	[0.14, 0.07, 1.12]
482	[0.04, -0.0, 0.04, -0.01, -0.0, 0.0, 1.0]	[0.14, -0.13, -0.33, 0.05, 0.02, -0.04, -1.0]	[0.1, -0.01, 1.03]	[0.14, 0.07, 1.11]
483	[0.04, -0.01, -0.01, -0.01, -0.0, 0.0, 1.0]	[0.17, -0.07, -0.38, 0.05, 0.03, -0.03, -1.0]	[0.1, -0.01, 1.03]	[0.14, 0.07, 1.11]
484	[0.03, -0.01, -0.0, -0.0, -0.0, 0.0, 1.0]	[0.19, -0.05, -0.29, 0.05, 0.03, -0.03, -1.0]	[0.1, -0.01, 1.03]	[0.15, 0.07, 1.1]
485	[0.05, 0.0, -0.02, -0.0, -0.0, 0.0, 1.0]	[0.14, 0.05, -0.3, 0.04, 0.03, -0.02, -1.0]	[0.1, -0.01, 1.03]	[0.15, 0.07, 1.1]
486	[0.04, -0.01, -0.01, -0.0, -0.0, 0.0, 1.0]	[0.13, 0.02, -0.29, 0.04, 0.04, -0.02, -1.0]	[0.1, -0.01, 1.03]	[0.15, 0.07, 1.1]
487	[0.05, -0.01, -0.0, -0.0, -0.0, 0.0, 1.0]	[0.11, 0.01, -0.28, 0.03, 0.04, -0.02, -1.0]	[0.1, -0.01, 1.03]	[0.15, 0.07, 1.09]
488	[0.0, -0.01, 0.01, -0.0, -0.0, 0.0, 1.0]	[0.08, 0.01, -0.24, 0.03, 0.04, -0.01, -1.0]	[0.1, -0.01, 1.03]	[0.15, 0.07, 1.09]
489	[-0.02, -0.01, 0.0, -0.0, -0.01, 0.0, 1.0]	[0.06, 0.0, -0.24, 0.03, 0.04, -0.01, -1.0]	[0.11, -0.01, 1.03]	[0.16, 0.07, 1.09]
490	[-0.03, 0.0, -0.0, -0.0, -0.01, 0.0, 1.0]	[0.04, -0.01, -0.24, 0.03, 0.04, -0.01, -1.0]	[0.11, -0.01, 1.03]	[0.16, 0.07, 1.09]
491	[-0.04, -0.0, -0.0, -0.0, -0.01, 0.0, 1.0]	[0.04, -0.03, -0.23, 0.02, 0.03, -0.01, -1.0]	[0.11, -0.01, 1.03]	[0.16, 0.07, 1.09]
492	[-0.05, -0.01, 0.03, -0.0, -0.01, 0.0, 1.0]	[0.04, -0.0, -0.23, 0.03, 0.03, -0.01, -1.0]	[0.11, -0.01, 1.03]	[0.16, 0.07, 1.08]
493	[-0.09, 0.0, -0.02, -0.0, -0.01, 0.0, 1.0]	[0.05, -0.02, -0.3, 0.03, 0.03, -0.01, -1.0]	[0.11, -0.01, 1.03]	[0.16, 0.07, 1.08]
494	[-0.06, -0.0, 0.02, -0.0, -0.01, 0.0, 1.0]	[0.03, 0.04, -0.27, 0.03, 0.04, -0.01, -1.0]	[0.11, -0.01, 1.02]	[0.16, 0.07, 1.08]
495	[-0.04, 0.0, 0.05, 0.0, -0.01, 0.01, 1.0]	[0.07, 0.05, -0.28, 0.03, 0.04, -0.0, -1.0]	[0.11, -0.01, 1.02]	[0.16, 0.07, 1.07]
496	[-0.05, -0.01, 0.05, 0.0, -0.01, 0.01, 1.0]	[0.08, 0.03, -0.28, 0.03, 0.04, -0.0, -1.0]	[0.11, -0.01, 1.02]	[0.16, 0.07, 1.07]
497	[-0.02, -0.01, 0.06, 0.01, -0.01, 0.01, 1.0]	[0.07, 0.02, -0.33, 0.03, 0.04, -0.0, -1.0]	[0.11, -0.02, 1.02]	[0.16, 0.07, 1.07]
498	[-0.04, -0.01, 0.05, 0.01, -0.01, 0.01, 1.0]	[-0.05, 0.07, -0.29, 0.04, 0.04, -0.01, -1.0]	[0.11, -0.02, 1.02]	[0.16, 0.07, 1.07]
499	[-0.02, 0.01, 0.03, 0.01, -0.01, 0.01, 1.0]	[-0.03, 0.05, -0.14, 0.04, 0.03, -0.0, -1.0]	[0.11, -0.02, 1.02]	[0.16, 0.07, 1.06]
500	[-0.01, 0.01, 0.04, 0.01, -0.01, 0.01, 1.0]	[-0.12, 0.14, -0.1, 0.03, 0.04, -0.01, -1.0]	[0.11, -0.02, 1.02]	[0.16, 0.07, 1.06]
501	[-0.01, 0.02, 0.04, 0.01, -0.01, 0.01, 1.0]	[-0.1, 0.06, -0.01, 0.03, 0.03, -0.01, -1.0]	[0.11, -0.02, 1.02]	[0.16, 0.07, 1.06]
502	[-0.02, 0.01, 0.03, 0.01, -0.01, 0.01, 1.0]	[-0.2, 0.07, 0.05, 0.02, 0.03, -0.01, -1.0]	[0.11, -0.02, 1.02]	[0.16, 0.07, 1.06]
503	[-0.03, 0.02, 0.0, 0.01, -0.01, 0.01, 1.0]	[-0.2, 0.09, 0.13, 0.01, 0.03, -0.0, -1.0]	[0.11, -0.02, 1.02]	[0.16, 0.07, 1.06]
504	[-0.03, 0.01, -0.01, 0.01, -0.01, 0.01, 1.0]	[-0.21, 0.13, 0.13, 0.0, 0.03, -0.0, -1.0]	[0.11, -0.01, 1.02]	[0.16, 0.07, 1.06]
505	[-0.03, 0.03, -0.04, 0.01, -0.01, 0.0, 1.0]	[-0.21, 0.13, 0.18, -0.01, 0.03, -0.0, -1.0]	[0.11, -0.01, 1.02]	[0.15, 0.07, 1.06]
506	[-0.02, 0.02, -0.02, 0.0, -0.01, 0.0, 1.0]	[-0.22, 0.14, 0.17, -0.02, 0.03, -0.0, -1.0]	[0.11, -0.01, 1.02]	[0.15, 0.07, 1.07]
507	[-0.05, 0.02, -0.02, 0.0, -0.0, 0.0, 1.0]	[-0.21, 0.17, 0.09, -0.03, 0.03, -0.0, -1.0]	[0.11, -0.01, 1.02]	[0.15, 0.07, 1.07]
508	[-0.06, 0.01, -0.01, 0.0, -0.0, 0.0, 1.0]	[-0.26, 0.16, -0.02, -0.03, 0.03, 0.0, -1.0]	[0.1, -0.01, 1.02]	[0.15, 0.07, 1.07]
509	[-0.07, 0.03, -0.03, 0.0, -0.0, 0.01, 1.0]	[-0.25, 0.13, -0.02, -0.04, 0.03, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.15, 0.07, 1.07]
510	[-0.06, 0.01, -0.03, -0.0, -0.0, 0.01, 1.0]	[-0.34, 0.18, -0.19, -0.04, 0.02, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.14, 0.07, 1.07]
511	[-0.06, 0.02, -0.01, -0.0, -0.0, 0.01, 1.0]	[-0.26, 0.11, -0.12, -0.04, 0.02, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.14, 0.07, 1.07]
512	[-0.0, 0.0, 0.01, -0.0, 0.0, 0.0, 1.0]	[-0.28, 0.13, -0.13, -0.04, 0.02, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.14, 0.07, 1.07]
513	[0.01, 0.01, 0.01, -0.0, 0.0, 0.0, 1.0]	[-0.22, 0.08, -0.21, -0.04, 0.02, -0.01, -1.0]	[0.1, -0.01, 1.02]	[0.14, 0.08, 1.07]
514	[0.03, -0.0, -0.0, -0.0, 0.0, 0.0, 1.0]	[-0.2, 0.12, -0.14, -0.04, 0.02, -0.01, -1.0]	[0.1, -0.01, 1.02]	[0.14, 0.08, 1.07]
515	[0.01, 0.01, -0.02, -0.0, 0.0, 0.0, 1.0]	[-0.17, 0.12, -0.19, -0.03, 0.02, -0.01, -1.0]	[0.1, -0.01, 1.02]	[0.13, 0.08, 1.07]
516	[0.03, -0.01, -0.02, -0.0, 0.0, 0.0, 1.0]	[-0.17, 0.22, -0.12, -0.03, 0.02, -0.01, -1.0]	[0.1, -0.01, 1.02]	[0.13, 0.08, 1.07]
517	[0.01, -0.0, -0.01, -0.0, 0.0, 0.0, 1.0]	[-0.13, 0.17, -0.13, -0.03, 0.01, -0.01, -1.0]	[0.1, -0.01, 1.02]	[0.13, 0.08, 1.07]
